,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
319,4/27/2021 23:58,intaucom,INT News Trends - News from around the world on #Business #Finance #DigitalEconomy #InternetMedia #Lifestyle #Medical #Travel #Technology Editor: #DigitalDarius,"Sydney, Australia",1281,1368,8274,0,PARKDâ€™s (ASX:PKD) low-cost solution promises to transform the current #parking #cars model https://t.co/Si9fnGiU66 via @themarketherald,#parking #cars,533598342
320,4/27/2021 23:50,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in San Antonio, TX. #CareerGrowth https://t.co/9wxQmpHjQy",#parking #CareerGrowth,9.28E+17
321,4/27/2021 23:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:30 PM

Alewife: 2241 free spaces (4% full)
Beverly: 351 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1385 (3%)
Woodland: 518 (3%)",#Parking,9.99E+17
322,4/27/2021 23:20,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in Orlando, FL. Check out our Attendant - Driving opportunity. https://t.co/fKc5vSUNTD #CustomerService",#parking #CustomerService,9.28E+17
323,4/27/2021 23:16,tezuma75,"Je vous souhaite bonne chance. ðŸ€

               tomorrow will be better.ðŸŒ´","San Francisco, singapore ",3406,1275,33470,0,"#Atlanta police officers raced in to help a #driver who began having a seizure just after his car caught on fire during an #accident in a #parking lot.
The officers broke into the #car and pulled him to #safety before the #vehicle was engulfed by flames. https://t.co/MzDA6usVmZ",#Atlanta #driver #accident #parking #car #safety #vehicle,371229186
324,4/27/2021 23:08,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Maintenance, SP+ Facility Maintenance - Driving in Columbus, OH. https://t.co/lXK6HqKogu #CustomerService",#parking #CustomerService,9.28E+17
325,4/27/2021 23:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #anniversarygift #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #anniversarygift #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
326,4/27/2021 23:01,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:01 PM

Alewife: 2227 free spaces (5% full)
Beverly: 355 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1378 (4%)
Woodland: 508 (5%)",#Parking,9.99E+17
327,4/27/2021 22:51,WoosoxC,"The home for WooSox Booster Club member ""Teammates"", ""Leadoff Hitters"", ""All Stars"" or ""Hall of Famers"". Let's go WooSox! (Unofficial account)","Worcester, MA",392,349,883,0,"Tomorrow: 7PM Zoom for #WooSox #seasonticket holders. Talking #tickets, #parking, #openingday, and more. Register: https://t.co/WpBcrcHIQl",#WooSox #seasonticket #tickets #parking #openingday,1.36E+18
328,4/27/2021 22:50,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Shuttle Driver DOT in New York, NY. https://t.co/SXn7uRU9xn #DOT",#parking #DOT,9.28E+17
329,4/27/2021 22:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:30 PM

Alewife: 2207 free spaces (5% full)
Beverly: 361 (10%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1369 (4%)
Woodland: 497 (7%)",#Parking,9.99E+17
330,4/27/2021 22:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #anniversarygift #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #anniversarygift #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
331,4/27/2021 22:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:00 PM

Alewife: 2184 free spaces (6% full)
Beverly: 350 (13%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1359 (5%)
Woodland: 486 (9%)",#Parking,9.99E+17
332,4/27/2021 21:56,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your spot in #parking! We currently have Parking Operations openings in Philadelphia, PA. #CareerGrowth https://t.co/zjnFxK0dqK",#parking #CareerGrowth,9.28E+17
333,4/27/2021 21:46,TridentEPC,"From Smart to Finish, we enable clients to achieve their business goals as quickly and as simply as possible. Engineering, Procurement & Construction.","Fort Worth, TX",38,18,196,0,"Keep your eyes peeled for an exciting announcement about the Triune Centre in Fort Worth!

#tridentstructures #parking #cre #office #urbandevelopment https://t.co/FErOJKfrqq",#tridentstructures #parking #cre #office #urbandevelopment,9.97E+17
334,4/27/2021 21:37,esgarchitect,"The investments you make become the world we live in. 
TEDx https://t.co/S2x1Oegkwg. 
FlÃ¢neur. 
#ESG #climatefinance #investing #sustainability #strategy",Vermont.South Africa.Mainline,7595,6916,48797,0,"This is what Stephen Covey meant by ""begin with the end in mind..."" #parking #lifegoals #TuesdayFeeling #ESG #leadership #tracking #data https://t.co/KGHRLbEIQ0",#parking #lifegoals #TuesdayFeeling #ESG #leadership #tracking #data,99122519
335,4/27/2021 21:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:30 PM

Alewife: 2152 free spaces (8% full)
Beverly: 355 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1333 (7%)
Woodland: 470 (12%)",#Parking,9.99E+17
336,4/27/2021 21:24,EWRhomes,Philadelphia's Leading Independent Brokerage,Chestnut Hill & Rittenhouse Sq,668,276,1745,0,"946 N Lawrence Street, Philadelphia, PA 19123ðŸ ðŸ”‘$695,500 â€¢ 3 BR â€¢ 2 BA â€¢ 2,248 SF â€¢ MLS# PAPH944308 #forsale #homeforsale #home #house #rowhome #roofdeck #deck #lot #parking #offstreetparking #realestate #ewrhomes #philadelphia #philly #phila #northernliberties
#nolibsphilly https://t.co/TY5IZxiQs1",#forsale #homeforsale #home #house #rowhome #roofdeck #deck #lot #parking #offstreetparking #realestate #ewrhomes #philadelphia #philly #phila #northernliberties #nolibsphilly,3068406005
337,4/27/2021 21:20,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,Find your spot in #parking! We currently have Parking Operations Management openings in NY. #CareerGrowth https://t.co/NVR1p8CgHN,#parking #CareerGrowth,9.28E+17
338,4/27/2021 21:15,JacobusSystems,"Consultancy and software house specialising in data acquisition, IoT and custom software dev. We auto-RT IoT and related news from the people we follow.","Brighton & Hove, UK",653,2109,352375,3,"Learn how Sierra Wirelessâ€™ #Smart #Connectivity service delivers @FlowbirdG the secure, reliable #IoT #connectivity it needs for its smart #parking #solutions. Read our latest #blogpost to learn more: https://t.co/TDGWfyZaTQ https://t.co/P6R8K0Zppw",#Smart #Connectivity #IoT #connectivity,284068570
339,4/27/2021 21:15,GetacAuthorized,Sector is a US-based reseller of all things Getac Laptops & Tablets and Getac Video Solutions. Des Moines to the World.,"Iowa, USA",727,48,73,3,"Learn how Sierra Wirelessâ€™ #Smart #Connectivity service delivers @FlowbirdG the secure, reliable #IoT #connectivity it needs for its smart #parking #solutions. Read our latest #blogpost to learn more: https://t.co/TDGWfyZaTQ https://t.co/P6R8K0Zppw",#Smart #Connectivity #IoT #connectivity,1.37E+18
340,4/27/2021 21:15,SierraWireless,We're building the Internet of Things. Build it with us. #IoT #StartwithSierra,"Vancouver, BC",2557,7109,5035,3,"Learn how Sierra Wirelessâ€™ #Smart #Connectivity service delivers @FlowbirdG the secure, reliable #IoT #connectivity it needs for its smart #parking #solutions. Read our latest #blogpost to learn more: https://t.co/TDGWfyZaTQ https://t.co/P6R8K0Zppw",#Smart #Connectivity #IoT #connectivity #parking #solutions #blogpost,41613761
341,4/27/2021 21:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #anniversarygift #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #anniversarygift #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
342,4/27/2021 21:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:00 PM

Alewife: 2120 free spaces (9% full)
Beverly: 355 (11%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1302 (9%)
Woodland: 443 (17%)",#Parking,9.99E+17
343,4/27/2021 20:41,School_RdSafety,FOR A 15% DISCOUNT PLEASE CONTACT ME ON Mob.07931534623 or e.mail carol@signsdirect.co.uk #ParkingBuddies aka #PopUpBairns,"Shipley, West Yorkshire",5001,1333,18946,0,"@PCSO_Bunker If you need any new recruits to help with #Speeding and dangerous #Parking around #Schools please let me know
The #ParkingBuddies are working well for lots of #PoliceForces #Schools and #Councils 
For a 15% Discount and info
 Contact me on carol@signsdirect.co.uk M 07931534623 https://t.co/qMYNTGuAm1",#Speeding #Parking #Schools #ParkingBuddies #PoliceForces #Schools #Councils,8.92E+17
344,4/27/2021 20:41,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a License Plate Inventory (LPI) Agent in El Paso, TX. https://t.co/YdfLh1zpul #CustomerService",#parking #CustomerService,9.28E+17
345,4/27/2021 20:40,parkingtoday,Parking Today: information resource 4 the parking mobility tech industry. Read more @ https://t.co/BcX4oeEBfc & https://t.co/AwwbjDJXD9 - Maintained by @astridambroziak,"Los Angeles, CA USA",1692,2740,13418,0,On https://t.co/bLYjZTOgQC: @BlinkCharging Names Seasoned EV Charging Executive Harjinder Bhade as Chief Technology Officer - #mobility #parking #EVs #technology,#mobility #parking #EVs #technology,76926140
347,4/27/2021 20:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 4:30 PM

Alewife: 2091 free spaces (10% full)
Beverly: 354 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1289 (10%)
Woodland: 407 (23%)",#Parking,9.99E+17
348,4/27/2021 20:20,ParqEx_MKE,The SMART Parking Platform - Milwaukee,"Milwaukee, WI",97,66,2321,0,"The parking industry deserves a spot within the #innovation ecosystem. New #IoT #technology and increased connectivity enables the #parking industry to become a partner in the mobility revolution!

Learn how to unlock parking potential here:
https://t.co/b8aHVexzC3

#RealEstate https://t.co/VKE5hCHNFK",#innovation #IoT #technology #parking #RealEstate,7.81E+17
349,4/27/2021 20:10,ParqEx_Madison,The Private Parking Marketplace - Madison,"Madison, WI",60,28,2313,0,"The parking industry deserves a spot within the #innovation ecosystem. New #IoT #technology and increased connectivity enables the #parking industry to become a partner in the mobility revolution!

Learn how to unlock parking potential here:
https://t.co/f9XOHcQ8dJ

#RealEstate https://t.co/Phe8pSks9A",#innovation #IoT #technology #parking #RealEstate,7.88E+17
350,4/27/2021 20:08,sonson_ch,"Follow me and give me your url/insta/snap... for some advertising.Merci.
https://t.co/4PreEgp2ze
Mention me=retweets 
https://t.co/VfAjAGIAtY","Nancy, France",16,1407,61163,1,#linkedin #twitter #facebook #anniversarygift #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #anniversarygift #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts,1.26E+18
351,4/27/2021 20:06,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,1,#linkedin #twitter #facebook #anniversarygift #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #anniversarygift #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
352,4/27/2021 20:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 4:00 PM

Alewife: 2063 free spaces (12% full)
Beverly: 354 (12%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Wonderland: 1268 (11%)
Woodland: 376 (29%)",#Parking,9.99E+17
